LineId,DateTime,Name,message
84,"[8/31/17, 11:41:36 PM",Divya, <NASCII>
85,"[8/31/17, 11:42:04 PM",Divya, As usual naa koduku stage paina full crying
86,"[8/31/17, 11:44:20 PM",Tejaswini, Guests andharu vachara
87,"[8/31/17, 11:44:26 PM",Tejaswini, Wht abt fud
88,"[8/31/17, 11:45:58 PM",Divya, Yaaa.. anukunna estimation Kante ekkuva ocharu.. Taste was gud anta..but last lo saripole
89,"[8/31/17, 11:46:54 PM",Tejaswini, Ayyooo
90,"[9/1/17, 9:41:53 AM",Tejaswini, Der
91,"[9/1/17, 9:42:01 AM",Divya, Yes
92,"[9/1/17, 9:42:09 AM",Tejaswini, Nuv thappa andharu kanipisthunaru aa pics lo
93,"[9/1/17, 9:42:15 AM",Divya, Hahah
94,"[9/1/17, 9:42:23 AM",Divya, Evaroo teesaru
95,"[9/1/17, 9:42:57 AM",Tejaswini, Avnu nuv ela ready ayav vala dhaniki bhaga ayyava me dhanika
96,"[9/1/17, 9:43:20 AM",Tejaswini, Decoration bhaga chesara
97,"[9/1/17, 9:43:39 AM",Divya, Emoneee
98,"[9/1/17, 9:43:53 AM",Divya, Haa.. adhi super
99,"[9/1/17, 9:44:15 AM",Tejaswini, Ya adhe chala bagundi decoration
100,"[9/1/17, 9:44:33 AM",Divya, Haa
101,"[9/1/17, 9:44:51 AM",Divya, Cake kuda super
102,"[9/1/17, 9:45:09 AM",Tejaswini, Avna long shot lo sariga kanipiyatledhu
103,"[9/1/17, 9:45:32 AM",Tejaswini, Soft copies evaledha inka
104,"[9/1/17, 10:00:07 AM",Divya, Ledhe
105,"[9/1/17, 11:15:39 AM",Divya, <NASCII>image omitted
106,"[9/1/17, 11:15:40 AM",Divya, <NASCII>image omitted
107,"[9/1/17, 11:16:47 AM",Divya, Buddi Vespa
108,"[9/1/17, 11:25:18 AM",Divya, <NASCII>image omitted
109,"[9/1/17, 11:50:45 AM",Tejaswini, Cute undi
110,"[9/1/17, 12:39:38 PM",Divya, <NASCII>image omitted
111,"[9/1/17, 12:40:13 PM",Divya, Naa saree Ela under
112,"[9/1/17, 1:07:26 PM",Tejaswini, Ekada kanipinchinde ne saree
113,"[9/1/17, 1:07:43 PM",Divya, <NASCII>image omitted
114,"[9/1/17, 1:10:54 PM",Tejaswini, Color ekkuvaga dark chesinde ninnu
115,"[9/1/17, 1:11:04 PM",Tejaswini, Andhuke waiting for soft copies
116,"[9/1/17, 1:11:07 PM",Divya, Hmm..
117,"[9/2/17, 9:25:55 PM",Tejaswini, <NASCII>image omitted
118,"[9/2/17, 9:26:13 PM",Tejaswini, Pabbi chinnodu n me are matching matching
119,"[9/2/17, 11:52:51 PM",Divya, Hehe
120,"[9/3/17, 11:54:39 AM",Tejaswini, Hii
121,"[9/3/17, 11:54:48 AM",Tejaswini, Soft copies vachaya ne
122,"[9/3/17, 11:59:50 AM",Divya, Haq
123,"[9/3/17, 12:41:46 PM",Divya, <NASCII>image omitted
124,"[9/3/17, 12:42:04 PM",Divya, <NASCII>image omitted
125,"[9/3/17, 12:42:06 PM",Divya, Ashish
126,"[9/3/17, 12:42:34 PM",Divya, Naidupeta Naidu
127,"[9/3/17, 2:10:10 PM",Divya, <NASCII>image omitted
128,"[9/3/17, 2:10:11 PM",Divya, <NASCII>image omitted
129,"[9/3/17, 2:10:13 PM",Divya, <NASCII>image omitted
130,"[9/3/17, 2:10:16 PM",Divya, <NASCII>image omitted
131,"[9/3/17, 2:10:17 PM",Divya, <NASCII>image omitted
132,"[9/3/17, 2:10:19 PM",Divya, <NASCII>image omitted
133,"[9/3/17, 2:10:21 PM",Divya, <NASCII>image omitted
134,"[9/3/17, 2:13:57 PM",Divya, <NASCII>image omitted
135,"[9/3/17, 2:13:58 PM",Divya, <NASCII>image omitted
136,"[9/3/17, 2:13:59 PM",Divya, <NASCII>image omitted
137,"[9/3/17, 2:14:00 PM",Divya, <NASCII>image omitted
138,"[9/3/17, 2:14:00 PM",Divya, <NASCII>image omitted
139,"[9/3/17, 2:14:01 PM",Divya, <NASCII>image omitted
140,"[9/3/17, 2:14:02 PM",Divya, <NASCII>image omitted
141,"[9/3/17, 2:14:03 PM",Divya, <NASCII>image omitted
142,"[9/3/17, 2:14:04 PM",Divya, <NASCII>image omitted
143,"[9/3/17, 2:14:05 PM",Divya, <NASCII>image omitted
144,"[9/3/17, 2:14:06 PM",Divya, <NASCII>image omitted
145,"[9/3/17, 2:14:06 PM",Divya, <NASCII>image omitted
146,"[9/3/17, 2:14:07 PM",Divya, <NASCII>image omitted
147,"[9/3/17, 2:14:08 PM",Divya, <NASCII>image omitted
148,"[9/3/17, 2:14:09 PM",Divya, <NASCII>image omitted
149,"[9/3/17, 2:14:09 PM",Divya, <NASCII>image omitted
150,"[9/3/17, 2:14:10 PM",Divya, <NASCII>image omitted
151,"[9/3/17, 2:14:11 PM",Divya, <NASCII>image omitted
152,"[9/3/17, 2:14:12 PM",Divya, <NASCII>image omitted
153,"[9/3/17, 2:14:13 PM",Divya, <NASCII>image omitted
154,"[9/3/17, 2:14:14 PM",Divya, <NASCII>image omitted
155,"[9/3/17, 2:14:15 PM",Divya, <NASCII>image omitted
156,"[9/3/17, 2:14:16 PM",Divya, <NASCII>image omitted
157,"[9/3/17, 2:14:18 PM",Divya, <NASCII>image omitted
158,"[9/3/17, 2:14:20 PM",Divya, <NASCII>image omitted
159,"[9/3/17, 2:14:21 PM",Divya, <NASCII>image omitted
160,"[9/3/17, 2:14:22 PM",Divya, <NASCII>image omitted
161,"[9/3/17, 2:14:24 PM",Divya, <NASCII>image omitted
162,"[9/3/17, 2:14:25 PM",Divya, <NASCII>image omitted
163,"[9/3/17, 2:14:27 PM",Divya, <NASCII>image omitted
164,"[9/3/17, 2:14:28 PM",Divya, <NASCII>image omitted
165,"[9/3/17, 2:14:30 PM",Divya, <NASCII>image omitted
166,"[9/3/17, 2:14:30 PM",Divya, <NASCII>image omitted
167,"[9/3/17, 2:14:32 PM",Divya, <NASCII>image omitted
168,"[9/3/17, 2:14:33 PM",Divya, <NASCII>image omitted
169,"[9/3/17, 2:14:35 PM",Divya, <NASCII>image omitted
170,"[9/3/17, 2:14:37 PM",Divya, <NASCII>image omitted
171,"[9/3/17, 2:14:38 PM",Divya, <NASCII>image omitted
172,"[9/3/17, 2:14:39 PM",Divya, <NASCII>image omitted
173,"[9/3/17, 2:14:40 PM",Divya, <NASCII>image omitted
174,"[9/3/17, 2:14:42 PM",Divya, <NASCII>image omitted
175,"[9/3/17, 2:14:44 PM",Divya, <NASCII>image omitted
176,"[9/3/17, 2:14:45 PM",Divya, <NASCII>image omitted
177,"[9/3/17, 2:14:45 PM",Divya, <NASCII>image omitted
178,"[9/3/17, 2:14:47 PM",Divya, <NASCII>image omitted
179,"[9/3/17, 2:14:48 PM",Divya, <NASCII>image omitted
180,"[9/3/17, 2:14:50 PM",Divya, <NASCII>image omitted
181,"[9/3/17, 2:14:52 PM",Divya, <NASCII>image omitted
182,"[9/3/17, 2:14:53 PM",Divya, <NASCII>image omitted
183,"[9/3/17, 2:14:54 PM",Divya, <NASCII>image omitted
184,"[9/3/17, 2:14:55 PM",Divya, <NASCII>image omitted
185,"[9/3/17, 2:14:57 PM",Divya, <NASCII>image omitted
186,"[9/3/17, 2:14:58 PM",Divya, <NASCII>image omitted
187,"[9/3/17, 2:15:00 PM",Divya, <NASCII>image omitted
188,"[9/3/17, 2:15:01 PM",Divya, <NASCII>image omitted
189,"[9/3/17, 2:15:03 PM",Divya, <NASCII>image omitted
190,"[9/3/17, 2:15:04 PM",Divya, <NASCII>image omitted
191,"[9/3/17, 2:15:05 PM",Divya, <NASCII>image omitted
192,"[9/3/17, 2:15:06 PM",Divya, <NASCII>image omitted
193,"[9/3/17, 2:15:07 PM",Divya, <NASCII>image omitted
194,"[9/3/17, 2:16:49 PM",Divya, Der
195,"[9/3/17, 11:35:16 PM",Tejaswini, Pabbi nice pics
196,"[9/3/17, 11:35:37 PM",Tejaswini, <NASCII>image omitted
197,"[9/4/17, 3:56:26 AM",Divya, Haa.. adhi okkate bavundhi
198,"[9/4/17, 9:20:58 AM",Tejaswini, Makeup baledhu
199,"[9/5/17, 8:56:29 AM",Tejaswini, Der
200,"[9/5/17, 10:42:51 AM",Divya, Yes
201,"[9/5/17, 10:45:45 AM",Divya, <NASCII>Missed voice call
202,"[9/5/17, 2:43:55 PM",Divya, Clg aipoyi??
203,"[9/5/17, 2:51:08 PM",Tejaswini, No
204,"[9/5/17, 2:51:16 PM",Tejaswini, Prasthutham kaali
205,"[9/5/17, 2:52:40 PM",Divya, Hmm
206,"[9/5/17, 2:52:54 PM",Divya, Andharu bojjuni
207,"[9/5/17, 2:53:01 PM",Divya, Shhhhh
208,"[9/5/17, 2:53:09 PM",Divya, <NASCII>
209,"[9/5/17, 2:53:12 PM",Divya, <NASCII>
210,"[9/5/17, 2:54:15 PM",Divya, Inkaa
211,"[9/5/17, 2:54:20 PM",Tejaswini, Ayyooo
212,"[9/7/17, 11:37:58 AM",Tejaswini, Pabbi der
213,"[9/8/17, 9:38:46 AM",Divya, <NASCII>image omitted
214,"[9/8/17, 9:38:47 AM",Divya, <NASCII>image omitted
215,"[9/8/17, 9:38:48 AM",Divya, <NASCII>image omitted
216,"[9/8/17, 9:38:49 AM",Divya, <NASCII>image omitted
217,"[9/8/17, 9:38:50 AM",Divya, <NASCII>image omitted
218,"[9/8/17, 9:38:51 AM",Divya, <NASCII>image omitted
219,"[9/8/17, 9:38:52 AM",Divya, <NASCII>image omitted
220,"[9/8/17, 9:38:53 AM",Divya, <NASCII>image omitted
221,"[9/8/17, 9:38:54 AM",Divya, <NASCII>image omitted
222,"[9/8/17, 9:38:55 AM",Divya, <NASCII>image omitted
223,"[9/8/17, 9:40:23 AM",Divya, <NASCII>image omitted
224,"[9/12/17, 8:40:38 AM",Divya, <NASCII>image omitted
225,"[9/12/17, 8:40:49 AM",Divya, Maa bava kuthuru
226,"[9/12/17, 9:02:49 AM",Tejaswini, Avinash bava na
227,"[9/12/17, 9:02:57 AM",Tejaswini, Chala bagundi
228,"[9/12/17, 9:15:38 AM",Divya, Yaa
229,"[9/15/17, 1:20:37 PM",Tejaswini, Hii pabbi
230,"[9/15/17, 1:20:41 PM",Tejaswini, Wassup
231,"[9/15/17, 1:33:18 PM",Divya, In big boss house<NASCII>
232,"[9/15/17, 1:33:44 PM",Divya, For 15 days
233,"[9/16/17, 8:40:14 PM",Tejaswini, Hii pabbi
234,"[9/16/17, 10:31:46 PM",Divya, Hii ye
235,"[9/24/17, 12:54:08 PM",Tejaswini, Pabbi der
236,"[9/24/17, 1:26:27 PM",Divya, Hii ye
237,"[9/24/17, 2:09:08 PM",Tejaswini, Bday photo shoot aa
238,"[9/24/17, 2:09:19 PM",Divya, Yaa
239,"[9/24/17, 2:09:30 PM",Tejaswini, Epudu vachaya pics??
240,"[9/24/17, 2:09:55 PM",Divya, Ninna aindhi shoot
241,"[9/24/17, 2:14:23 PM",Tejaswini, Ohhh avna
242,"[9/24/17, 2:15:11 PM",Tejaswini, Antha bagundi kani nuvvu kncham bright dress yedhana vesinte bagundedhi
243,"[9/24/17, 2:16:23 PM",Divya, Hmm... vaadini highlight cheyadaniki Memu light colour veyalsi ochindhi
244,"[9/24/17, 2:20:54 PM",Tejaswini, But me dp pic and me vaadu super unnay
245,"[9/24/17, 2:21:49 PM",Tejaswini, Pabbi ne hair chala perigindi ya
246,"[9/24/17, 11:23:36 PM",Divya, Shannam aindhi baaga
247,"[9/24/17, 11:24:09 PM",Divya, <NASCII>Missed video call
248,"[9/24/17, 11:24:41 PM",Divya, <NASCII>Missed voice call
249,"[9/26/17, 12:24:40 PM",Divya, <NASCII>audio omitted
250,"[10/4/17, 11:34:26 PM",Divya, Hii ye
251,"[10/8/17, 11:58:35 PM",Divya, <NASCII>Divya's security code changed.
252,"[10/9/17, 10:14:19 AM",Divya, <NASCII>Divya's security code changed.
253,"[10/9/17, 10:14:19 AM",Divya, <NASCII>Missed voice call
254,"[10/9/17, 10:14:42 AM",Divya, <NASCII>Missed voice call
255,"[10/9/17, 10:15:15 AM",Divya, <NASCII>Missed voice call
256,"[10/13/17, 12:50:53 AM",Divya, <NASCII>image omitted
257,"[10/13/17, 12:51:39 AM",Divya, <NASCII>image omitted
258,"[10/13/17, 6:54:02 AM",Tejaswini, Hahaha pabbi whr did u get dis from
259,"[10/13/17, 8:31:30 AM",Divya, Someone posted in d1group
260,"[10/13/17, 8:31:54 AM",Divya, https://gitstats.otakud.in/c/12105101
261,"[10/13/17, 9:06:09 AM",Tejaswini, <NASCII>image omitted
262,"[10/16/17, 9:55:28 AM",Divya, <NASCII>Divya's security code changed.
263,"[10/19/17, 2:33:38 AM",Divya, <NASCII>Divya's security code changed.
264,"[10/20/17, 12:55:20 PM",Tejaswini, <NASCII>video omitted
265,"[10/21/17, 2:11:45 PM",Divya, <NASCII>Divya's security code changed.
266,"[10/23/17, 11:24:33 PM",Divya, Hiiii ye
267,"[10/29/17, 2:35:53 PM",Tejaswini, Pabbi wish u many many happy returns of day <NASCII>
268,"[10/29/17, 2:46:20 PM",Divya, Thanks da
269,"[11/1/17, 7:46:06 AM",Divya, Der
270,"[11/3/17, 10:49:51 AM",Divya, <NASCII>image omitted
271,"[11/3/17, 10:49:52 AM",Divya, <NASCII>image omitted
272,"[11/3/17, 10:50:38 AM",Divya, Ma aavida deyyam <NASCII>
273,"[11/3/17, 10:59:08 AM",Tejaswini, Hahaha pabbi
274,"[11/3/17, 11:00:46 AM",Divya, Ha mi pabbi ney
275,"[11/3/17, 11:01:49 AM",Divya, Evil pabbi
276,"[11/5/17, 1:04:05 PM",Tejaswini, Der
277,"[11/5/17, 1:04:23 PM",Divya, Yaaa
278,"[11/5/17, 1:04:29 PM",Divya, Wat dng
279,"[11/5/17, 1:04:39 PM",Tejaswini, Nthng reading
280,"[11/5/17, 1:04:48 PM",Tejaswini, Taking break <NASCII>
281,"[11/5/17, 1:05:41 PM",Divya, Xams ahh??
282,"[11/5/17, 1:06:25 PM",Tejaswini, Yes
283,"[11/5/17, 1:06:36 PM",Tejaswini, Prathi week untondi mids
284,"[11/5/17, 1:06:56 PM",Divya, Ohh
285,"[11/5/17, 1:07:01 PM",Tejaswini, Bday cake ela undi
286,"[11/5/17, 1:07:13 PM",Divya, Every Monday ahh??
287,"[11/5/17, 1:07:27 PM",Divya, Yummy yummy<NASCII>
288,"[11/5/17, 1:07:31 PM",Tejaswini, Monday n tueday kuda undi
289,"[11/5/17, 1:07:37 PM",Divya, Ohh
290,"[11/5/17, 1:07:50 PM",Tejaswini, Chusthey ne thelusthondi
291,"[11/5/17, 1:08:14 PM",Divya, Nooo weekend parties ahh Nly xams ahh
292,"[11/5/17, 1:10:07 PM",Tejaswini, Last week full party
293,"[11/5/17, 1:10:21 PM",Tejaswini, E week studies mrng to aftrnun
294,"[11/5/17, 1:11:53 PM",Divya, Ohh
295,"[11/6/17, 12:21:43 PM",Divya, Der
296,"[11/12/17, 12:17:18 AM",Divya, Der
297,"[11/12/17, 8:47:41 AM",Tejaswini, Ya
298,"[11/12/17, 8:58:57 PM",Divya, <NASCII>Missed voice call
299,"[11/12/17, 9:03:28 PM",Tejaswini, <NASCII>image omitted
300,"[11/12/17, 9:27:45 PM",Tejaswini, <NASCII>image omitted
301,"[11/12/17, 9:33:48 PM",Divya, Madhuri ente
302,"[11/12/17, 9:34:17 PM",Divya, Valla AYANA thappa andharitho digindhi
303,"[11/12/17, 9:52:06 PM",Divya, <NASCII>image omitted
304,"[11/12/17, 9:52:06 PM",Divya, <NASCII>image omitted
305,"[11/12/17, 9:54:12 PM",Divya, <NASCII>video omitted
306,"[11/19/17, 1:02:42 PM",Divya, Saw unnadhi okate jindagi movie na??
307,"[11/19/17, 1:15:13 PM",Tejaswini, Yes
308,"[11/19/17, 1:15:15 PM",Tejaswini, Y
309,"[11/19/17, 1:16:02 PM",Divya, Andhulo Vasu character chesinodu Babbu Laga anipisthadu kadha
310,"[11/19/17, 1:16:21 PM",Tejaswini, Vasu ante evaru
311,"[11/19/17, 1:16:24 PM",Tejaswini, Frnd aaa
312,"[11/19/17, 1:16:36 PM",Divya, Ya
313,"[11/19/17, 1:16:40 PM",Divya, Sri Vishnu
314,"[11/19/17, 1:17:54 PM",Tejaswini, Ohh no ne
315,"[11/19/17, 1:18:04 PM",Tejaswini, Vishnu is completely diff
316,"[11/19/17, 1:18:18 PM",Divya, Hmmm
317,"[11/19/17, 3:06:09 PM",Divya, Character kadhe
318,"[11/19/17, 3:06:17 PM",Divya, Chudataniki
319,"[11/19/17, 3:06:23 PM",Divya, Style
320,"[11/19/17, 3:06:28 PM",Divya, Silence
321,"[11/21/17, 7:27:16 AM",Divya, <NASCII>Missed voice call
322,"[11/22/17, 3:39:02 AM",Divya, <NASCII>image omitted
323,"[11/24/17, 10:52:40 PM",Divya, Hey busy girl U der
324,"[11/25/17, 6:05:15 AM",Divya, <NASCII>image omitted
325,"[11/25/17, 12:15:39 PM",Tejaswini, Wow she is pretty
326,"[11/25/17, 12:25:39 PM",Divya, Yo
327,"[11/27/17, 9:54:47 AM",Divya, <NASCII>Missed voice call
328,"[11/27/17, 12:09:42 PM",Divya, <NASCII>Missed voice call
329,"[12/1/17, 10:07:49 AM",Divya, <NASCII>Missed voice call
330,"[12/2/17, 4:32:31 AM",Divya, <NASCII>image omitted
331,"[12/2/17, 8:14:06 AM",Tejaswini, Osey chinarajappa son is gud
332,"[12/2/17, 8:14:18 AM",Tejaswini, Not that bad what u xplained
333,"[12/2/17, 8:22:14 AM",Divya, <NASCII>
334,"[12/2/17, 8:23:25 AM",Divya, Pic lo Inka ala Aina unnadu
335,"[12/2/17, 8:23:36 AM",Divya, Reality lo antha bagode
336,"[12/2/17, 8:25:39 AM",Tejaswini, Prasanna husband kanna chala bagunade
337,"[12/2/17, 8:26:03 AM",Divya, Haa...adhi nijame le
338,"[12/2/17, 8:27:24 AM",Tejaswini, Hmm inkenti even amayi is too gud
339,"[12/2/17, 8:27:35 AM",Divya, Yaaaa...
340,"[12/4/17, 11:23:07 AM",Divya, <NASCII>Missed voice call
341,"[12/6/17, 9:49:14 AM",Divya, <NASCII>Missed voice call
342,"[12/10/17, 9:58:52 AM",Divya, <NASCII>Missed voice call
343,"[12/15/17, 11:41:44 AM",Divya, Hello
344,"[12/15/17, 11:42:11 AM",Divya, Call chesava teja
345,"[12/15/17, 11:43:16 AM",Divya, Ramesh here
346,"[12/15/17, 11:56:57 AM",Tejaswini, Ya I cald
347,"[12/15/17, 11:57:03 AM",Tejaswini, Whr r u guys dng
348,"[12/15/17, 11:58:25 AM",Divya, Em undi maku unnadu ga ma battayi gadu <NASCII>
349,"[12/15/17, 11:59:50 AM",Divya, Ni ms Ela saguthundi
350,"[12/15/17, 12:00:58 PM",Tejaswini, Examssss
351,"[12/15/17, 12:02:23 PM",Divya, Good
352,"[12/15/17, 12:02:26 PM",Divya, Enjoy
353,"[12/15/17, 12:02:36 PM",Divya, Mi pabbi came
354,"[12/15/17, 12:03:18 PM",Divya, Hiiii ye
355,"[12/15/17, 12:04:51 PM",Divya, Em dng
356,"[12/22/17, 9:24:07 PM",Divya, Happy wedding anniversary<NASCII>
357,"[1/1/18, 9:31:25 AM",Divya, <NASCII>Missed voice call
358,"[1/1/18, 9:33:28 AM",Divya, Happy New year
359,"[1/1/18, 10:36:59 AM",Tejaswini, Happy new year pabbiiiiii<NASCII>
360,"[1/3/18, 7:50:53 AM",Divya, <NASCII>Missed voice call
361,"[1/3/18, 11:31:53 AM",Tejaswini, Pabbi der
362,"[1/3/18, 12:37:07 PM",Divya, Hiii ye
363,"[1/3/18, 1:46:04 PM",Tejaswini, R u free
364,"[1/4/18, 12:49:13 AM",Divya, <NASCII>image omitted
365,"[1/7/18, 12:55:53 PM",Divya, <NASCII>Missed voice call
366,"[1/14/18, 1:13:56 AM",Divya, <NASCII>Missed voice call
367,"[1/14/18, 1:14:01 AM",Divya, <NASCII>Missed voice call
368,"[1/14/18, 1:19:40 AM",Tejaswini, Happy pongal pabbi <NASCII>
369,"[1/15/18, 11:35:47 AM",Divya, <NASCII>image omitted
370,"[1/15/18, 11:35:48 AM",Divya, <NASCII>image omitted
371,"[1/15/18, 11:36:23 AM",Divya, <NASCII>image omitted
372,"[1/15/18, 11:37:02 AM",Divya, <NASCII>image omitted
373,"[1/15/18, 11:39:12 AM",Divya, <NASCII>image omitted
374,"[1/15/18, 11:41:14 AM",Tejaswini, <NASCII>image omitted
375,"[1/15/18, 11:41:15 AM",Tejaswini, <NASCII>image omitted
376,"[1/15/18, 11:41:15 AM",Tejaswini, <NASCII>image omitted
377,"[1/15/18, 11:41:16 AM",Tejaswini, <NASCII>image omitted
378,"[1/15/18, 11:41:16 AM",Tejaswini, <NASCII>image omitted
379,"[1/25/18, 8:01:53 AM",Tejaswini, Belated wedding anniversary pabbi <NASCII>
380,"[1/25/18, 8:05:15 AM",Divya, Thanq
381,"[1/25/18, 8:17:25 AM",Tejaswini, Sry ye evala 24 th anukuntuna nenu
382,"[1/25/18, 8:18:10 AM",Divya, Parledhe
383,"[1/30/18, 9:55:32 AM",Divya, <NASCII>Missed voice call
384,"[1/31/18, 11:54:17 AM",Tejaswini, Papaaa
385,"[2/4/18, 10:37:59 PM",Tejaswini, *Etihad Airways is giving away 2 Free Tickets* to celebrate its 25th anniversary. Get your free ticets at : http://www.etih<NASCII>d.com/  .
386,"[2/4/18, 11:02:28 PM",Divya, Neeku ochaya
387,"[2/5/18, 7:41:58 AM",Tejaswini, No
388,"[2/6/18, 11:22:58 AM",Divya, Wat dng ma
389,"[2/6/18, 11:39:52 AM",Tejaswini, Papa der
390,"[2/13/18, 10:33:58 AM",Divya, Der??
391,"[2/14/18, 1:03:53 AM",Divya, <NASCII>image omitted
